,p_sgEGR1_3,p_sgEGR1_2,p_sgEGR1_4,p_sgCREB1_2,p_sgNR2C2_2,p_sgNR2C2_3,p_sgNR2C2_5,p_sgCREB1_4,p_sgCREB1_5,p_sgYY1_3,p_sgGABPA_1,p_sgIRF1_2,p_sgIRF1_3,p_sgELK1_7,p_sgELK1_6,p_sgELF1_2,p_sgYY1_10,p_sgELF1_1,p_sgETS1_5,p_sgETS1_3,p_sgGABPA_9,p_sgELF1_4,p_sgELF1_5,p_sgELK1_1,p_sgE2F4_6,p_sgE2F4_7
RP11-598F7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000485224,0,0,0,0,0,0,0,0.00171981,0,0,0,0
SLC6A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM5A,0,0.003094031,0,0,0.010572817,0,-0.003454489,-0.028871776,-0.018033373,0,-0.009734782,0.003472575,0,-0.026716799,-0.030612419,-0.002679086,0.001852663,-0.027522036,0,0.012853203,0.002017481,-0.002555084,0.002460745,0.025439756,0,0.011737024
CCDC77,0,0,-0.000519691,0,-0.001941414,9.24E-05,0.008818429,0.001344949,-0.00016107,0.005924613,0,0,-0.002740335,-0.003014815,-0.002343232,0,0.001314931,0.001582505,-0.001595492,0,0,0,0.001264129,0,-0.005646379,0.016458618
B4GALNT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NINJ2,0,0.002203703,0,0,0,0,-0.003759332,0,-0.004907679,0,0,0,-0.00598167,0,-0.002042509,0.016151808,0,-0.009126581,0,0.00659198,0.00804232,0.025063932,0,0.005680534,0,0.012388242
RP11-218M22.1,0,0,0,0,0,0,0,0,0.001631209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000963852
RP11-218M22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNK1,0.007119653,-0.00704683,-0.014440732,-0.007095472,0.009154003,0.003920381,0,0,0.015632861,-0.030902712,0,0.040780508,0.030325485,0.002419232,0.018768554,0.011926988,-0.004431105,0.03206493,-0.002437601,0,-0.009833115,0,-0.008234353,-0.011553932,0.035049607,0
RAD52,0,0,0,0,0,0,0,0,0,0.00108919,0,0,0.001687619,0,0,0,0.000462819,0,0,0,0,0,0,0,0,0
RP11-359B12.2,0,0,0,0,0,0,0,0,0.00095525,0,-0.002394951,0,0,0,0,0,0.005180076,0,0,0,0,0,-0.001944208,0,-0.003327142,0
ERC1,0,0.009678175,0,-0.019410405,0,0,0,0.007657288,0.000588148,0,0,0,0,0,0.003879065,-0.003657044,0,0,-0.004375574,-0.013019902,0,0,0.017763404,0,0,-0.00118377
RP5-951N9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT5B,2.61E-05,0.01307682,0,0.010265361,0,0,0.002066788,-0.014360305,0,-0.002442611,0,0,-0.004287261,0,0,0,0,-0.008793485,0,0.001292941,0,0,0,0,0.006722705,0
FBXL14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOR2,0,0.055763209,-0.001670685,0,0,0.021851743,-0.02224133,-0.004394222,0,0.018899934,-0.017696052,-0.01146569,-0.016804047,0,0,-0.011520035,0,0,0.026452544,0.013837217,-0.011114246,0.011909905,0.017550405,0.00105666,0.056498078,0.011986544
CACNA2D4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRTM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1096D14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCP1B,0,0,0,0,0,0,0,0.001386116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008099069,-0.001606544,0,0
RP5-1096D14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1C-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKBP4,0,0,0.013953146,-0.027815686,0,0,0.023560574,0.012423728,0,-0.065750394,0.020188243,0,0,0.018076323,-0.048728647,-0.039357643,0.022444181,0.010244045,0.018963444,0,-0.012277411,0.028693079,-0.007337559,0.024764144,-0.004513497,0
RP4-816N1.6,0.000545225,0,0.003268627,0,0,0.004104016,0,-0.003121671,0.000678638,0.004453282,0,0,0,0,0,0,0,0,-0.000166876,0,0,-0.003246945,0,0,-0.006986634,-0.001810318
RP4-816N1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITFG2,0.013102356,0,-0.01457851,-0.003358498,0,0,0,0.013182926,0.009970293,-0.013921983,-0.000750206,-0.006803021,0,-0.002296963,0.003669488,0.006284374,0,0,0,0,0,-0.003858758,0,0.008504658,0.001225856,-0.011366982
NRIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXM1,0,-0.009613599,0,-0.004558543,0,0.012940803,0,0,0,0.002294265,0.003014308,0.01421094,0,-0.001337194,0.022379732,-0.000747394,0.023871706,0.009220646,-0.001838194,-0.001096399,0.008522223,0,0.015293407,0,0,0
RHNO1,0.017152478,0.012651629,-0.014022226,0.020072678,0,-0.003027188,-0.040409737,-0.004955756,0.007658363,-0.006675262,-0.004784428,0.034707594,0,0,0.016330632,-0.021026833,0,-0.013044205,0.003618607,0,0,0,0,0,-0.00104667,0.018117228
TULP3,0,0,0,0.008726596,0,0,0.009116316,0,0,0.00384053,0.002940229,1.61E-05,0.007647293,-0.004659958,-0.00600219,0,0.010727488,0.000211949,0,-0.005055626,-7.76E-05,0,-0.008732907,0,0,0.003891463
TEAD4,0,0,0,0.007556443,0.001558987,0,0,0,0,0.005291406,0,0,-0.011026851,0.015636102,0,0,0,0.006777527,-0.000251174,-0.002069055,-0.001548126,-0.006026508,-0.014675523,-0.001964953,-0.003979572,0
TSPAN9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002039251,0,0,0,0,0,0,0,0,0,0
EFCAB4B,0.01060607,0,0,-0.007086814,0,0,0,0.00390595,0,0,-0.000992155,0,0.01725566,0,0,0,0,0,0.003399145,-0.002523038,0,0,-0.003775983,0.002582863,0,0
PARP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000809628,0,0,0,0
CCND2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002047825,0,0,0,0,0,0,0,0,0
CCND2-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCND2,0.066230896,0.04153256,-0.010963545,0.024309291,0,0.008940192,-0.012306996,0.018385842,-0.004332238,-0.060380998,-0.024575034,-0.007826621,0.022109606,-0.008409751,9.31E-05,-0.005174788,-0.07504319,0.026440081,0.023947361,-0.012454172,-0.028828431,0,0,0,0,0.003913087
C12orf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf4,-0.00722657,0,0.017188539,0,0,0,0,0.001637494,0.011494074,0.001273793,0,-0.001154987,-0.011070101,0,0,0,0,0,0.001920251,0,0,0.007881271,0,0,0,-0.007541773
RAD51AP1,0,-0.012681548,0,-0.02308796,0,0,0.007087699,0.016217691,0,0.047873332,0,0.014978345,-0.008192374,0,0.023258685,0,0.064844737,0,-0.017171939,0.001868638,0,-0.054171636,-0.007122273,-0.008560383,0.030698383,0.043179898
DYRK4,0.004597947,-0.00113706,0.001531951,0,0,0,0.004238447,0.013494891,-0.022669244,0.009972477,0,0.007095558,-0.013147444,-0.025999055,0.016044219,0,0,0.019847483,0,-0.002703921,-0.000199048,0.007806805,0.011467386,0,0,0
AKAP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA9,-0.038989787,-0.038745558,0.017687314,0.061230387,0,0.036415641,-0.006041122,0.014272224,-0.015877106,0.000746468,0,-0.037145795,-0.039902371,0,-0.022477239,0.017245032,-0.078434861,-0.009708377,0.003132612,0,0.008169982,0.011427016,-0.018198844,-0.006981586,0.031473624,-0.018118019
RP11-234B24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALNT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-319E16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1038A11.3,0,0,0,0,0,0,0,0.001230521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-319E16.2,0,0.005198856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1038A11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-454B23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHG6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF1A,0.021335914,0.014054448,-0.003532659,0.011600747,-0.021435086,0.036934261,0.030253617,0.005560842,0,-0.007883948,-0.003782024,0,0.031537151,-0.021813948,-0.004705655,0,0.025083145,-0.00142569,-0.006317036,0,0,0,0,0,0.0044498,0
SCNN1A,0,-0.032582351,-0.003068262,0.008201632,0.033117308,0.016159679,0.027263018,0.024975979,-0.002645917,0,0.008145312,-0.017054076,0,0.004283942,0.009276756,0.031027322,-0.001069161,0.031870201,0,0.000129097,0,-0.000455497,0.028917311,0,-0.002677766,-0.011529385
LTBR,0.013008085,0.008119444,0,0,0,0.019260241,-0.006541735,-0.015612542,0.00031718,-0.028046529,-0.0327946,-0.034927698,0.015740542,-0.006389791,0.010638887,-0.031981001,-0.025965075,-0.018248466,0.002480421,0,0.002463038,0.015029708,0.010911107,-0.009077383,0,0
RP1-102E24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD27-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPBPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAMP1,0,0,0,0,0,0,0,0,0,0,0.003327453,0,0.00276064,0,0,0,0,0.00118193,0,-0.003105606,0,0,0,0,0,0
MRPL51,0.017760637,0,0.021987927,-0.066999621,0.013190798,0.042784437,0.028990783,-0.012679104,-0.010923187,-0.04314216,0.002356369,-0.005347171,0,-0.087818121,0,0,-0.019756624,0.042067544,0,0.006215075,-0.006142405,0.020614959,0.029339764,-0.018765354,0.073942493,0
NCAPD2,0,0,-0.016245736,-0.003098399,0.040723205,0,0,0.009564733,0.039884326,0.012626952,0.002047222,0,0,0,0,-0.007962163,0.04582045,0,-0.023723478,-0.030703101,0,0.033706778,0,-0.025553573,0,0.031670984
RP5-940J5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPDH,-0.010385175,0,0,0.025479419,0.017708618,0,0.001156255,0.026367228,-0.035013857,-0.139028756,0.009921443,-0.002052048,-0.014078826,0.018907813,0,-0.00757217,-0.158130633,-0.026420783,0,0.004940254,0.00496132,0,0.007108965,-0.016774787,0.004287192,-0.010743202
RP5-940J5.9,0,0,0,0,0,0.00266646,0,0,0,0,0,0,0.002046038,0,0,0,0,0,0,0,0,0,0,0,0,0
IFFO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-940J5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOP2,-0.001524818,0.003038918,-0.002841188,-0.019403285,-0.034117893,0.016776054,0.014992483,-0.003350583,0,0.021195771,-0.0038199,0,0,-0.000635803,0.005207334,0,0.020225524,0,-0.009431668,0,0,0,0,0.015192673,-0.014158286,0
CHD4,-0.031783208,0,0.0032483,0.001875034,0,0.036532919,-0.047364811,-0.028022153,0.004602515,-0.0126341,-0.025822042,-0.043299771,-0.069339082,-0.047144738,0.006131254,0.001053843,0.01379607,0,-0.012245055,0.003182215,-0.040082027,0.034967021,-0.012437406,0.018890093,-0.021372445,0.001165708
RP5-940J5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPAR5,0.000821087,0,-0.009113828,0,0,-0.017792913,0,0,0,0.004036976,0,0,1.14E-05,-0.005035813,0,0,0,0,0,0.004599617,0,0,-0.000918849,-0.004780139,0.005404663,0.002302423
ACRBP,0.007648023,-0.03559742,0.004612475,0.008873588,0.030123051,-0.017744993,0.020694854,0,-0.0167225,0.054953443,0,0,0,0,-0.020128519,-0.019488642,0.06988757,0.011182298,0.024210069,-0.014829334,-0.01413366,0.018940352,0,0,0.012953282,0
ING4,-0.016543167,0,0,0,0.011732583,0.000455189,0.014816858,0.003418403,-0.01008197,-0.005059375,0,-0.008155434,-0.001551418,0.002242246,0,0.007581094,0,-0.010709053,-0.007166578,0.012530916,0,0.002170204,0.007393448,-0.007728011,0,-0.012835137
RP4-761J14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF384,0,-0.011241971,0.000208381,0,0,-0.005390636,0,0.023480301,0.002944137,0,0,0,0,0,0,0,0.001597719,0,0,-0.009500236,0,0,-0.018684641,0,0,0
PIANP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-761J14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPS7A,0,0.004414866,0,0.012200461,0,0.005021716,0,0,0.008093923,0,0,0,0,0,-0.001532407,-0.005067226,0,0,0,-0.009056292,0,-0.013704423,0,-0.002464963,0,0
RP4-761J14.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLF2,0.009989299,0,-0.018508603,0,0.00134474,-0.001861427,-0.051034744,0,-0.01171706,-0.00253801,-0.014476123,-0.007407615,0,0.010698632,0.018980796,0.002684407,0,0.042183648,0,0.014020638,0.037003995,0.000829263,-0.011131075,0,-0.016847182,-0.008555504
PTMS,0,0,-0.004642779,0.007388339,-0.059509396,-0.000523717,0.015632685,-0.002960363,0,-0.082120654,-0.022429664,0.002401561,0.012720571,0.001643588,0,0.003850262,-0.034110322,-0.000855594,-0.008900706,0.015449529,0.044051145,0.009719611,-0.010575113,0,-0.023297816,0.053530871
LAG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDCA3,-0.022258607,-0.000817311,-0.008833579,0,0,0,0,-0.017662934,-0.014621242,0.040807077,0.000243837,0,0,0,-0.004501093,0.004830952,0.01231895,0,-0.001372533,0,0.004847246,0,-0.005613093,0,-0.021223952,0.004002644
USP5,0.014951359,0.00659582,-0.015865416,0,-0.003286154,0.01132158,0,0.011934414,0,0.000725185,0,0,-0.010479372,0,0,0.002965611,0,-0.023087197,0,-0.000146579,-0.015785078,0,0.007444796,0,0,0
TPI1,-0.011574863,-0.041490093,-0.025722063,0,0.042834788,0,0,0,-0.029439182,0.014853049,0,0,0,-0.008523809,-0.039916594,0.003481446,0,0.013478952,0.004538098,-0.002036048,0.002663094,0.000738111,0,-0.002880291,-0.003089698,-0.02531492
SPSB2,0,0,-0.00206765,-0.0002152,0,-0.000157537,-0.002480428,0,-0.00476435,0.005405102,0.013408583,0,-0.00198672,0,0.010072611,0,0,0,0.00541376,0.006311754,0,-0.00094401,0,0.006893444,0.002712646,-0.011969473
LRRC23,0,0,0,0,0,-0.000765138,0.008292099,-0.007814957,-0.001915965,0,-0.00365456,0.018070758,0,0,0,0,0,0.010851065,-0.002260185,0.012011504,0,0,0,0,0,0
ENO2,-0.000592454,-0.006831803,-0.00061689,-0.005896075,0,0,0,-0.003719261,0,0,0.000174013,0,0,0,0.001623874,6.40E-05,0,-0.00021651,0,0,0,0,0,0,0,0
ATN1,0.019020547,0,0,-0.000568877,0,0,-0.009030127,0,0,0.001697002,0.005547119,-0.000852103,0,0,0,-0.009442166,0,0,0,0.009274859,0,0,0,0,0,0.007349446
C12orf57,0,-0.012053989,-0.013083974,-0.027908331,0.001305641,0.011262098,0.044591504,-0.023220687,0,-0.016496808,-0.057909048,0.025088189,0.051980302,0,0.056106761,0.002666888,-0.051995919,-0.016643867,-0.022663866,0,-0.057848016,-0.001424891,0.004953844,0.019380682,0,0
U47924.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMG1,-0.019106921,0.006517482,0,0.014793175,-0.054177542,-0.043329163,0.028597108,-0.013459586,0.039575495,0.106379592,-0.012470539,-0.016972225,0.023899114,0,0.033289427,-0.036396231,0.11396631,0.001186285,-0.031556223,-0.020862593,-0.028014338,0.036071744,-0.010640185,0.018966722,0,-0.012498987
U47924.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB2,0.039098981,0.011434371,-0.00782697,0,0.061336451,-0.0046976,0.003351223,0.006883061,-0.010594801,-0.041693554,0.035029593,0.001254175,-0.064608097,-0.070019023,0.003910568,0.013341325,-0.049861624,-0.001012898,-0.006170015,-0.03257966,0,0.037032618,-0.044594945,0.002831702,0,0.025337807
LPCAT3,-0.006207222,0,-0.002706185,0.01348753,0,-0.012034376,0.016835112,0,0.015389811,-0.008850778,0.01413507,0,0,0.018934009,0,-0.001528483,-0.006352137,-0.008787321,0,0,0,0.006841218,0,0.007103315,0,0
U47924.30,0,0,0,0,0,0,0,0.000417801,0,0,0,0,0,0,0,0,0,0,-0.00366116,0.001469246,0,0,0,0,0,0
C1S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1RL,0,0,-0.010619481,0,0,0,0,0,-0.001263302,0,0.004995652,-0.008143623,0,0,-0.003048866,0.004407811,-0.000421812,0,-0.011130431,0,0,0,0.002928472,-0.00430569,0.008434771,0
C1RL-AS1,0,0,0,0.010925926,0,0,0,0,-0.003045282,0,0.00878505,0,0,0,0,0,0,0,0,0.000580584,0,-0.003018965,0,0,0,0.002255325
RBP5,-0.026451492,-0.017452177,0.002055756,0.016014987,0,-0.01186413,0.015414583,0,-0.011787265,0,0,-0.00829424,-0.019043406,-0.009733102,0,0,-0.019736753,-0.006245657,0,0.00844597,0.005642542,0,0.015251957,0,0,0
RP11-273B20.1,0,0,0,0,0,0,0,0,0,0,0.001225438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLSTN3,0.001667471,-0.002383676,0,0,0,0,0,0,0,0,0.002612611,0,0,-0.006941733,0,0,0,0,0,0,0,0,0.002711761,1.40E-06,0,0
PEX5,0.004806167,0,0,0.008723997,0,0,0,0,-0.008918423,0.003486452,-0.015708027,0,-0.000261773,0,0,0,-0.01300439,-0.009947544,0,0.003455855,0,0.008573415,0.004092627,0.01629466,0,0
ACSM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD163L1,-0.005794043,0.005641254,0,-0.001087531,0,0.008377621,0,-0.015716597,0,0.02933173,0.005569464,0,0.00439285,-0.000620525,0,0,0.008795928,0,0,0,0,0.001026765,-0.000580762,0.015979657,-0.014996212,0.003457163
GDF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A14,0,0,0,0,0,0,0,0,0,0,0,0.003005555,0,0,0,-0.000932553,0,0,0,0,0,0,0,0,0,0
SLC2A3,0.020963523,0,-0.020228996,0.015339171,0,-0.050032172,0.001985052,0,0.009054929,-0.000567372,-0.014233366,0.022278921,-0.065373765,-0.029705978,-0.005153326,-0.001903692,0,0.008837762,0.021923281,0.026298412,0,-0.021513256,0,-0.020462023,0.003005312,0
FOXJ2,0,0,0,0,0,0,0,0,0.002502187,-0.012536231,0.005307373,-0.006435019,0,0,-0.001996689,0.00359643,0,0,0,0,0,0,0,0,0,0
C3AR1,0,0,-0.00074702,0,0,0,0,0,0,0,0,0,0.006007473,0,0,0,0,0,0,0,0,0,0,0,0,0
NECAP1,-0.003025243,0,-0.003061926,0.002375476,0,0,-0.007066955,0,0,-0.021717639,0.002306654,0,0,0.006355766,0,0,-0.037958624,0.007785203,0.022270625,0,0.013239175,0,0.009769937,0.002549793,-0.009098341,-0.006868801
CLEC4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM66C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-266K4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-90D4.3,0,0,0,0.001992986,0,-0.004783731,0,0,-0.000726764,0,0,0,0,0,0.002384525,0.003411922,0,0,0,0,0,0,0,0,0,-0.003007477
CLEC6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AICDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIMKLB,0,0,0.000136007,0,0,0,0,0,-0.002676638,0.009757956,0.000293904,0,0.025275019,0,0,-0.000535373,0.000707884,0,-0.006669815,0,0,0,-0.000730642,0,0,0.007627738
RP11-20D14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2ML1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230333
M6PR,0,-0.029335464,0,0.004923585,0.017862592,0,0,-0.005098351,-0.026586538,0.025231765,0.004459273,0,0.006344939,0.026817493,0.004848341,-0.033429251,-0.009670879,0.011203348,0,-0.007698692,0,0,0,-0.024356315,0.013214525,0
KLRG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000632133,0,0,0,0,0,0.002420926,0,0
A2M-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-735L24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-705C15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007873213,0,0,0,0,0,0,0,0
CLECL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD69,-0.000830954,0,-0.000441567,0.002105961,0,0,0.013591851,0.017679729,0,0.005412113,0.013190028,0,0.019805952,-0.04661318,0,0,0.021062705,-0.005591617,-0.011480473,0,0.017056574,0,-0.006108307,0.01358402,-0.003191487,-0.044428062
KLRF1,0,0,0,0.001460376,0,0,0,0,0,0,0,0,0,0,0,0.000522861,0,0,0,0,0,0,0,0,-0.000224578,0
CLEC2B,0,0,0,0.006840615,0,0,0,0,0,-0.012776186,0,0,0,-0.009140205,-0.006928463,0,0,-0.012519785,0.006533499,0.00841274,-0.012007803,0,0,0,0,0.005682601
RP11-290C10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC12A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC9A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABARAPL1,0.000260987,-0.008847683,-0.005362413,0,0,0,0,0,0,-0.014811456,-0.006031401,0,0,0,-0.005745423,0.006211034,-0.000958975,0,0.014199536,-0.001190382,0,0.004086133,0.005998397,0,0.005992908,0.003544667
RP11-656E20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-277P12.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-277P12.20,0,0,0.000820515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004287614,0,0,0,0,0,0,0
KLRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2S3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
